"routeid","vehicleid","t1","lon1","lat1","t2","lon2","lat2","bear","tdiff","p_index1","p_index2","bear","p_lon1","p_lat1","p_lon2","p_lat2","dist","speed"
1054553,39174,2017-07-21 00:12:51,24.033725,49.82692,2017-07-21 00:13:51,24.0334816,49.8251166,184.976221265521,60,662,668,185.835472925382,24.0337290086,49.8267506558,24.0334693701,49.8251117542,0.184197290365679,11.0518374219408
1054553,39174,2017-07-21 00:13:51,24.0334816,49.8251166,2017-07-21 00:14:51,24.0332383,49.82335,185.077452571316,60,662,673,183.436404545799,24.0337290086,49.8267506558,24.0334157259,49.8233848305,0.376642576398761,22.5985545839257
1054553,39174,2017-07-21 00:14:51,24.0332383,49.82335,2017-07-21 00:15:51,24.029765,49.8219266,237.577044677265,60,683,689,255.225106372533,24.03224,49.82226,24.0296092554,49.8218123279,0.195274211154938,11.7164526692963
1054553,39174,2017-07-21 00:15:51,24.029765,49.8219266,2017-07-21 00:16:51,24.0247416,49.817785,218.047332452898,60,697,710,209.824739690677,24.0277665245,49.8207902585,24.0251997037,49.8179013022,0.377079618196571,22.6247770917943
1054553,39174,2017-07-21 00:16:51,24.0247416,49.817785,2017-07-21 00:17:51,24.027545,49.8163883,127.672576616562,60,719,725,115.854047668891,24.0261545701,49.816875414,24.02742029995,49.8164796495,0.102920149267411,6.17520895604465
1054553,39174,2017-07-21 00:17:51,24.027545,49.8163883,2017-07-21 00:18:51,24.0342533,49.814245,116.339925675061,60,726,743,115.139314155057,24.02742029995,49.8164796495,24.0342172904,49.8144212915,0.53937465632244,32.3624793793464
1054553,39174,2017-07-21 00:18:51,24.0342533,49.814245,2017-07-21 00:19:51,24.0381383,49.8128933,118.331696682522,60,746,755,122.332454215846,24.0350136452,49.81415064575,24.0381,49.81289,0.264686328014866,15.8811796808919
1054553,39174,2017-07-21 00:19:51,24.0381383,49.8128933,2017-07-21 00:20:51,24.0396716,49.8123716,117.801087979137,60,756,760,117.366781614647,24.0381,49.81289,24.0397769452,49.8123298651,0.135641989728215,8.13851938369291
1054553,39174,2017-07-21 00:20:51,24.0396716,49.8123716,2017-07-21 00:21:51,24.0463099,49.809985,119.120884089331,60,761,778,118.435273091427,24.0397769452,49.8123298651,24.0462335868,49.8100734856,0.530335977972545,31.8201586783527
1054553,39174,2017-07-21 00:21:51,24.0463099,49.809985,2017-07-21 00:22:51,24.0463416,49.8056383,179.730327773328,60,779,793,179.439957972611,24.0462335868,49.8100734856,24.04630332425,49.80546908645,0.515370548964483,30.922232937869
1054553,39174,2017-07-21 00:22:51,24.0463416,49.8056383,2017-07-21 00:23:51,24.0464733,49.8009383,178.96385014402,60,794,807,178.621653431321,24.04630332425,49.80546908645,24.0464749856,49.8008642631,0.514684884980412,30.8810930988247
1054553,39174,2017-07-21 00:23:51,24.0464733,49.8009383,2017-07-21 00:24:51,24.0494466,49.7981766,145.202706345225,60,808,820,143.362434708988,24.0464749856,49.8008642631,24.049577630925,49.7981712717,0.381984410332599,22.9190646199559
1054553,39174,2017-07-21 00:24:51,24.0494466,49.7981766,2017-07-21 00:25:51,24.051605,49.7971216,127.133518246213,60,821,825,129.455336906043,24.049577630925,49.7981712717,24.0515597374,49.7971182382,0.184806668128946,11.0884000877367
1054553,39174,2017-07-21 00:25:51,24.051605,49.7971216,2017-07-21 00:26:51,24.0561966,49.7946416,129.918323246326,60,826,837,129.050478302805,24.0515597374,49.7971182382,24.05611149205,49.794734483925,0.42143183373148,25.2859100238888
