"routeid","vehicleid","new_datetime","datetime","lonS","latS","lonF","latF","dist","time","speed"
"712988","55690","1500458186","2017-07-19 12:56:26","24.0403442382813","49.8122215270996","24.0453090667725","49.8104515075684","327.0050292434","60","19.620301754604"
"712988","55690","1500458246","2017-07-19 12:57:26","24.0453090667725","49.8104515075684","24.0436935424805","49.8082122802734","0","60","0"
"712988","55690","1500458365","2017-07-19 12:59:25","24.0469703674316","49.8076934814453","24.0533542633057","49.807674407959","495.9858617829","61","29.271296760958"
"712988","55690","1500458426","2017-07-19 13:00:26","24.0533542633057","49.807674407959","24.0567474365234","49.8072319030762","456.9457963006","60","27.416747778036"
"712988","55690","1500458486","2017-07-19 13:01:26","24.0567474365234","49.8072319030762","24.0610218048096","49.8066864013672","208.0396243475","60","12.48237746085"
"712988","55690","1500458546","2017-07-19 13:02:26","24.0610218048096","49.8066864013672","24.0621452331543","49.8059463500977","165.59784441968","60","9.9358706651808"
"712988","55690","1500458606","2017-07-19 13:03:26","24.0621452331543","49.8059463500977","24.0649433135986","49.8024520874023","20.2482944734","60","1.214897668404"
"712988","55690","1500458666","2017-07-19 13:04:26","24.0649433135986","49.8024520874023","24.0659942626953","49.8015403747559","0","60","0"
"712988","55690","1500458785","2017-07-19 13:06:25","24.0707607269287","49.7985954284668","24.0722141265869","49.7961730957031","15.823998519","61","0.933875322432787"
"712988","55690","1500458846","2017-07-19 13:07:26","24.0722141265869","49.7961730957031","24.0660572052002","49.7949867248535","595.3620061153","60","35.721720366918"
"712988","55690","1500458906","2017-07-19 13:08:26","24.0660572052002","49.7949867248535","24.0640487670898","49.7946472167969","71.1209616513","60","4.267257699078"
"712988","55690","1500459025","2017-07-19 13:10:25","24.0677433013916","49.7908515930176","24.0676727294922","49.7888145446777","311.37052458424","61","18.3759653852994"
"712988","55690","1500459086","2017-07-19 13:11:26","24.0676727294922","49.7888145446777","24.0621757507324","49.7879753112793","489.61329092414","60","29.3767974554484"
"712988","55690","1500459146","2017-07-19 13:12:26","24.0621757507324","49.7879753112793","24.0592880249023","49.7880668640137","299.94722590902","60","17.9968335545412"
"712988","55690","1500459206","2017-07-19 13:13:26","24.0592880249023","49.7880668640137","24.0587387084961","49.7856254577637","591.8790036946","60","35.512740221676"
"712988","55690","1500459266","2017-07-19 13:14:26","24.0587387084961","49.7856254577637","24.0587387084961","49.7856254577637","11.0813867437","60","0.664883204622"
"712988","55690","1500459326","2017-07-19 13:15:26","24.0587387084961","49.7856254577637","24.0587387084961","49.7856254577637","11.0813867437","60","0.664883204622"
"712988","55690","1500459445","2017-07-19 13:17:25","24.0587387084961","49.7856254577637","24.0587387084961","49.7856254577637","11.0813867437","62","0.643435359311613"
"712988","55690","1500459566","2017-07-19 13:19:26","24.0593795776367","49.7849922180176","24.0596179962158","49.7879600524902","409.6332095799","60","24.577992574794"
"712988","55690","1500459626","2017-07-19 13:20:26","24.0596179962158","49.7879600524902","24.0651264190674","49.7929458618164","205.574956696","240","3.08362435044"
"712988","55690","1500459866","2017-07-19 13:24:26","24.0651264190674","49.7929458618164","24.0647239685059","49.7932968139648","242.77212315","60","14.566327389"
"712988","55690","1500459926","2017-07-19 13:25:26","24.0647239685059","49.7932968139648","24.0642852783203","49.7945442199707","201.43962610009","60","12.0863775660054"
"712988","55690","1500460045","2017-07-19 13:27:25","24.0665321350098","49.7949638366699","24.0720996856689","49.7969665527344","517.8081708484","61","30.5591707385941"
"712988","55690","1500460106","2017-07-19 13:28:26","24.0720996856689","49.7969665527344","24.0683631896973","49.7998733520508","482.5734720192","60","28.954408321152"
"712988","55690","1500460166","2017-07-19 13:29:26","24.0683631896973","49.7998733520508","24.0637264251709","49.8040733337402","77.0811179806","64","4.33581288640875"
"712988","55690","1500460286","2017-07-19 13:31:26","24.0623741149902","49.8057518005371","24.060977935791","49.8068351745605","238.2490802501","60","14.294944815006"
"712988","55690","1500460405","2017-07-19 13:33:25","24.0604934692383","49.8068962097168","24.0590152740479","49.807014465332","14.8053766883","63","0.846021525045714"
"712988","55690","1500460526","2017-07-19 13:35:26","24.0530014038086","49.8077621459961","24.0463409423828","49.8102760314941","62.8404917979","61","3.70861918807279"
"712988","55690","1500460646","2017-07-19 13:37:26","24.0419368743896","49.811695098877","24.0425090789795","49.8126564025879","297.069256121","60","17.82415536726"
"712988","55690","1500460706","2017-07-19 13:38:26","24.0425090789795","49.8126564025879","24.0421466827393","49.8136901855469","222.00156159642","60","13.3200936957852"
"712988","55690","1500460766","2017-07-19 13:39:26","24.0421466827393","49.8136901855469","24.0356674194336","49.8139724731445","519.8978528789","60","31.193871172734"
"712988","55690","1500460826","2017-07-19 13:40:26","24.0356674194336","49.8139724731445","24.0342063903809","49.8144149780273","362.134847757","60","21.72809086542"
"712988","55690","1500460886","2017-07-19 13:41:26","24.0342063903809","49.8144149780273","24.0286979675293","49.8161315917969","129.078292806","60","7.74469756836"
