"lon","lat","routeid","dir"
24.05987,49.78472,1054553,0
24.0598753018799,49.785322324873,1054553,0
24.0598323865356,49.7854747210256,1054553,0
24.059714369339,49.7855162835294,1054553,0
24.0594139619293,49.7855232106099,1054553,0
24.05935763554,49.7855214788401,1054553,0
24.05935763554,49.7855214788401,1054553,0
24.0591705584168,49.7874293384248,1054553,0
24.05931,49.78746,1054553,0
24.05931,49.78746,1054553,0
24.0592610760155,49.7879337744774,1054553,0
24.0592262072983,49.7886731978286,1054553,0
24.0592101140442,49.78922386175,1054553,0
24.0590472622322,49.790366212083,1054553,0
24.0592,49.79058,1054553,0
24.0592,49.79058,1054553,0
24.0589292771846,49.7923648493651,1054553,0
24.058998219532,49.7925017410132,1054553,0
24.0588879479866,49.7927872790276,1054553,0
24.0587913884621,49.7930850978856,1054553,0
24.0585824771347,49.7935596884961,1054553,0
24.05827639124,49.7940421341086,1054553,0
24.0580403568466,49.7942533724326,1054553,0
24.0578311445435,49.7944230550091,1054553,0
24.05762,49.79466,1054553,0
24.05762,49.79466,1054553,0
24.0575200082978,49.7946585318854,1054553,0
24.0572410585602,49.7948455274126,1054553,0
24.0565600915375,49.7950608607276,1054553,0
24.0559163613739,49.7953032601845,1054553,0
24.0554335637512,49.7955387327808,1054553,0
24.05384,49.79647,1054553,0
24.05384,49.79647,1054553,0
24.0534292611065,49.7965717707699,1054553,0
24.0510850104275,49.797794106096,1054553,0
24.0492061032613,49.7987671144208,1054553,0
24.04892,49.79897,1054553,0
24.04892,49.79897,1054553,0
24.0488138719025,49.7989737322355,1054553,0
24.0482130570831,49.7992992134968,1054553,0
24.047837547821,49.7997008682076,1054553,0
24.0476122422638,49.7999016943135,1054553,0
24.0472689195099,49.8002617942107,1054553,0
24.0469577832642,49.8007396149398,1054553,0
24.0467968507233,49.8010789340434,1054553,0
24.0466895623627,49.801397476344,1054553,0
24.0465930028381,49.8019029848234,1054553,0
24.0464749856415,49.8027547200487,1054553,0
24.0463784261169,49.8034541011845,1054553,0
24.0464213414612,49.8039665126334,1054553,0
24.0464535279694,49.8041603966321,1054553,0
24.0464535279694,49.804347355467,1054553,0
24.0467217488708,49.8062099799843,1054553,0
24.0468397660675,49.8068331469083,1054553,0
24.046925596756,49.8077609583534,1054553,0
24.0469041390839,49.808273324216,1054553,0
24.0469041390839,49.8083806434062,1054553,0
24.046748570961,49.8092738067858,1054553,0
24.0465071721497,49.8101981096745,1054553,0
24.046212129158,49.8101946478989,1054553,0
24.0460941119614,49.8101877243469,1054553,0
24.0458634419861,49.810253498051,1054553,0
24.04549,49.81052,1054553,0
24.04549,49.81052,1054553,0
24.0418293996277,49.8116520335543,1054553,0
24.0418401284637,49.8117835768936,1054553,0
24.041893772644,49.8118805033359,1054553,0
24.0423323464779,49.8123393195468,1054553,0
24.0423323464779,49.8123393195468,1054553,0
24.0432456059875,49.8134555308176,1054553,0
24.0433421655121,49.8135005308494,1054553,0
24.0433636231842,49.8135974538531,1054553,0
24.0432777924957,49.8137186073351,1054553,0
24.04262,49.81377,1054553,0
24.04262,49.81377,1054553,0
24.037559322876,49.8134988000796,1054553,0
24.037025563282,49.8135022616189,1054553,0
24.03558,49.814,1054553,0
24.03558,49.814,1054553,0
24.0342172904434,49.8144212915478,1054553,0
24.0310200972977,49.8154008786214,1054553,0
24.0282305999222,49.816259299048,1054553,0
24.0264925284805,49.8167992653854,1054553,0
24.0263611002388,49.8168373397074,1054553,0
24.0262833161774,49.8168615688059,1054553,0
24.026213578743,49.8168719527015,1054553,0
24.0260821505012,49.8169013737269,1054553,0
24.0260150952759,49.8169359866751,1054553,0
24.0259534044685,49.8169775221803,1054553,0
24.0258890314522,49.817024249581,1054553,0
24.0254759712639,49.8174984436137,1054553,0
24.0252748055878,49.8176901670824,1054553,0
24.0251997037353,49.8179013022397,1054553,0
24.0251836104813,49.8180570570931,1054553,0
24.02519,49.81809,1054553,0
24.0251889748993,49.8181781994102,1054553,0
24.0252426190796,49.8182820354407,1054553,0
24.0262082143249,49.8192926944976,1054553,0
24.0272650046768,49.8202791050697,1054553,0
24.02748,49.82038,1054553,0
24.02748,49.82038,1054553,0
24.028193048996,49.8211305169722,1054553,0
24.0284183545532,49.8213139492822,1054553,0
24.0286007447662,49.8214904589617,1054553,0
24.0288421435776,49.821642741305,1054553,0
24.0290459914627,49.8217084994414,1054553,0
24.0293195767822,49.8217742574884,1054553,0
24.0296092553558,49.8218123278959,1054553,0
24.0302422566833,49.82191269519,1054553,0
24.0308216138306,49.8220026794837,1054553,0
24.0324523969116,49.8221757257318,1054553,0
24.0324957650824,49.8221527164472,1054553,0
24.0326455159607,49.8222103349072,1054553,0
24.0326754362289,49.8223673350744,1054553,0
24.0327076227371,49.8225888324917,1054553,0
24.0327398092452,49.8227411113778,1054553,0
24.0332762510482,49.8230802762651,1054553,0
24.0333942682449,49.8232256319174,1054553,0
24.033415725917,49.8233848304642,1054553,0
24.0335015566055,49.8248383581853,1054553,0
24.0334371835891,49.8253851501662,1054553,0
24.033426454753,49.8255028134553,1054553,0
24.0334479124252,49.8256273978023,1054553,0
24.0336432977142,49.8264570684815,1054553,0
24.0337076707306,49.8265055170322,1054553,0
24.0337639971199,49.8265332018965,1054553,0
24.0338981075706,49.8265453140197,1054553,0
24.0340322180214,49.8265574261398,1054553,0
24.0341234131279,49.8265695382569,1054553,0
24.0341931505623,49.8266231775962,1054553,0
24.0342038793983,49.8267356469854,1054553,0
24.0341390371803,49.826880601362,1054553,0
24.0339351892952,49.8272456914061,1054553,0
24.0339060343557,49.827567348533,1054553,0
24.0338900609436,49.82775997154,1054553,0
24.0336417160797,49.8283081494468,1054553,0
24.0340306363869,49.8284223451543,1054553,0
24.0328600926819,49.8293517842194,1054553,0
24.0328600926819,49.8293517842194,1054553,0
24.03235,49.82971,1054553,0
24.0329504347251,49.8300055498693,1054553,0
24.0335186913395,49.8304271882807,1054553,0
24.0345324939241,49.8316050883307,1054553,0
24.0348541333084,49.8320405302346,1054553,0
24.0349559857801,49.8323342807254,1054553,0
24.0350900097134,49.8328492080562,1054553,0
24.03519,49.83337,1054553,0
24.03525,49.83361,1054553,0
24.03548,49.83383,1054553,0
24.03548,49.83383,1054553,0
24.03536,49.83395,1054553,0
24.0354397839001,49.8341947373038,1054553,0
24.0354719471016,49.8342396697064,1054553,0
24.0354832930984,49.8342964507767,1054553,0
24.0351882501068,49.83438295199,1054553,0
24.035048775238,49.8344798331655,1054553,0
24.0349629445496,49.834576714147,1054553,0
24.0349093003693,49.834687435031,1054553,0
24.0348985715332,49.8347739355452,1054553,0
24.0349414868774,49.8349815361478,1054553,0
24.0349534606371,49.8350314473493,1054553,0
24.0349629445496,49.8350784161242,1054553,0
24.0349629445496,49.8353517550112,1054553,0
24.0349522157135,49.8356147124824,1054553,0
24.0349522157135,49.8359226477033,1054553,0
24.0349561428461,49.836086735545,1054553,0
24.0349561428461,49.8361888031819,1054553,0
24.0349239563379,49.8363254696804,1054553,0
24.0348824782791,49.8365558117154,1054553,0
24.03495,49.83697,1054553,0
24.03495,49.83697,1054553,0
24.0349253936233,49.8371751280564,1054553,0
24.0350889243619,49.8377514721434,1054553,0
24.0351024194183,49.8378186550689,1054553,0
24.0350822188393,49.8379218672114,1054553,0
24.0352579875412,49.8384621735171,1054553,0
24.0353289820687,49.8386553376034,1054553,0
24.0353423931138,49.8387971867254,1054553,0
24.0353867335739,49.8388531240912,1054553,0
24.035408191246,49.8389257782744,1054553,0
24.0354993863525,49.8390572474711,1054553,0
24.0357139630737,49.8393305638677,1054553,0
24.0358963532867,49.8396038787194,1054553,0
24.0359124465408,49.8396626931057,1054553,0
24.0360250993195,49.8398322165248,1054553,0
24.03613238768,49.8399360060798,1054553,0
24.0363362355652,49.8402300752763,1054553,0
24.0363791509094,49.8403477024539,1054553,0
24.0363791509094,49.8404584101245,1054553,0
24.0362825913849,49.8405345215009,1054553,0
24.0361002011719,49.8405829559508,1054553,0
24.035949997467,49.8406313903522,1054553,0
24.0357997937622,49.8407351781917,1054553,0
24.0356603188934,49.8409911872434,1054553,0
24.0353009028854,49.8419460198576,1054553,0
24.035231165451,49.842112075779,1054553,0
24.0352320671082,49.8424038598667,1054553,0
24.0352320671082,49.8424038598667,1054553,0
24.0346518083038,49.8436964973416,1054553,0
24.0344908757629,49.8438625472503,1054553,0
24.0342870278778,49.8439524907126,1054553,0
24.0340080781403,49.8440078404525,1054553,0
24.0337935014191,49.8440216778775,1054553,0
24.033611111206,49.8441254584392,1054553,0
24.0331497712555,49.8443883681983,1054553,0
24.0329995675507,49.8444506360897,1054553,0
24.032334379715,49.8444921479728,1054553,0
24.0317764802399,49.8445198225417,1054553,0
24.0308645291748,49.8445682529991,1054553,0
24.0302422566833,49.8446374392828,1054553,0
24.0295162651061,49.8446993254217,1054553,0
24.0293440761848,49.8447526851952,1054553,0
24.0290030761185,49.844772352251,1054553,0
24.0288773718163,49.8447838189163,1054553,0
24.0283700747909,49.844772352251,1054553,0
24.02792,49.84477,1054553,0
24.02792,49.84477,1054553,0
24.0275975985947,49.8447861894572,1054553,0
24.0272596402588,49.8447654336464,1054553,0
24.0271577163162,49.8447654336464,1054553,0
24.0268716070174,49.8447477556994,1054553,0
24.0267321321486,49.8447252702194,1054553,0
24.0265658351897,49.8446975957681,1054553,0
24.0259274694442,49.8445678715665,1054553,0
24.0254312607764,49.8444416063425,1054553,0
24.0252059552192,49.8443949054229,1054553,0
24.0248894545554,49.844308422119,1054553,0
24.0247258398055,49.8442617210706,1054553,0
24.0245970937728,49.8442046419501,1054553,0
24.02401,49.84399,1054553,0
24.02401,49.84399,1054553,0
24.0232467545967,49.8434266065135,1054553,0
24.0228456091975,49.8432753088756,1054553,0
24.0205162658195,49.8429838014967,1054553,0
24.0204361005249,49.8429631034224,1054553,0
24.0185958041649,49.8427554785751,1054553,0
24.0179628028374,49.8427139652008,1054553,0
24.0174570533751,49.8427257503361,1054553,0
24.0168470038872,49.8428315863355,1054553,0
24.0158921374779,49.8429284505844,1054553,0
24.015804812622,49.8429367762341,1054553,0
24.0156707021712,49.842919479064,1054553,0
24.0155821892737,49.842891803579,1054553,0
24.0155285450934,49.8428502903217,1054553,0
24.0154883119582,49.842768993423,1054553,0
24.01545,49.84251,1054553,0
24.01545,49.84251,1054553,0
24.0155446383475,49.841777852154,1054553,0
24.0155231806754,49.8416861748844,1054553,0
24.0154990407943,49.8416187141409,1054553,0
24.0154722187041,49.8415771997905,1054553,0
24.0154212567328,49.8415235770351,1054553,0
24.0153032395362,49.8414336290538,1054553,0
24.0151303901176,49.8413716802213,1054553,0
24.0143149985771,49.8410464818606,1054553,0
24.0132957591515,49.8406451702301,1054553,0
24.01212,49.840261,1054553,0
24.01212,49.840261,1054553,0
24.0119761123161,49.8401400663743,1054553,0
24.0107530250053,49.8396211185611,1054553,0
24.0091758861046,49.8390329709727,1054553,0
24.0069875045242,49.8381680935685,1054553,0
24.0063220157127,49.8379258502217,1054553,0
24.00551,49.83773,1054553,0
24.00551,49.83773,1054553,0
24.0051045937958,49.8375107319218,1054553,0
24.0038736976461,49.8371151995257,1054553,0
24.0029054201917,49.8368297610617,1054553,0
24.00271072225,49.8367954085032,1054553,0
24.0026959701004,49.8367980034074,1054553,0
24.0025886817398,49.8368326021216,1054553,0
24.0024649991493,49.836913747122,1054553,0
24.0024333514051,49.8369733454694,1054553,0
24.0024226225691,49.8369785352593,1054553,0
24.0023367918806,49.8370494623318,1054553,0
24.0022429145651,49.8370944404215,1054553,0
24.0021088041143,49.8371203893004,1054553,0
24.0019666470365,49.8371238491499,1054553,0
24.0018483920517,49.8370886318373,1054553,0
24.0018483920517,49.8370886318373,1054553,0
24.0018108411255,49.8370955515403,1054553,0
24.0016767306747,49.8370990113916,1054553,0
24.001537255806,49.8371336098904,1054553,0
24.0012958569946,49.8372201060291,1054553,0
23.9992627425613,49.8379639664347,1054553,0
23.9956524892273,49.8393132654073,1054553,0
23.9954647345962,49.8393893785864,1054553,0
23.9953467173996,49.8394343544995,1054553,0
23.9952555222931,49.8395208465226,1054553,0
23.9951857848587,49.8396038787192,1054553,0
23.9951053185883,49.8396799914409,1054553,0
23.9950141234817,49.8397284267468,1054553,0
23.994885377449,49.8397249670837,1054553,0
23.9947673602524,49.8396592334378,1054553,0
23.9946654363098,49.8394654916457,1054553,0
23.994161181015,49.8388046879083,1054553,0
23.9941719098511,49.8387112751331,1054553,0
23.9942631049576,49.8386628388082,1054553,0
23.9946493430557,49.838569425759,1054553,0
23.99545,49.8388,1054553,1
23.99545,49.8388,1054553,1
23.9960011763992,49.8390607071819,1054553,1
23.9970096869888,49.8387043556611,1054553,1
23.99937539534,49.8378151952691,1054553,1
24.0013012214127,49.8371024712426,1054553,1
24.0014406962814,49.8370505734518,1054553,1
24.0016069932404,49.836977916451,1054553,1
24.0016499085846,49.8369156389348,1054553,1
24.0016767306747,49.8368914198791,1054553,1
24.0017089171829,49.8368153027679,1054553,1
24.0017679257812,49.836756484918,1054553,1
24.0018483920517,49.8367011268764,1054553,1
24.0019714726906,49.8366457102531,1054553,1
24.0022402323561,49.8367034756279,1054553,1
24.0025781906919,49.8367501839775,1054553,1
24.0029054201917,49.8368297610617,1054553,1
24.0038736976461,49.8371151995257,1054553,1
24.0038736976461,49.8371151995257,1054553,1
24.0042553256485,49.8371529414721,1054553,1
24.0042553256485,49.8371529414721,1054553,1
24.0051045937958,49.8375107319218,1054553,1
24.0063220157127,49.8379258502217,1054553,1
24.0069875045242,49.8381680935685,1054553,1
24.0091758861046,49.8390329709727,1054553,1
24.0107530250053,49.8396211185611,1054553,1
24.0119761123161,49.8401400663743,1054553,1
