"lon","lat","routeid","rowid","dir"
24.06728,49.78373,713010,"1",0
24.0670421643677,49.7836216898279,713010,"2",0
24.0646174474182,49.7836147624755,713010,"3",0
24.0644887013855,49.7836355445298,713010,"4",0
24.0644350572052,49.7837463820019,713010,"5",1
24.0644565148773,49.7839819107883,713010,"6",1
24.0645959897461,49.7844252559858,713010,"7",1
24.0649071259918,49.7854435491245,713010,"8",1
24.0650251431885,49.7857829754143,713010,"9",1
24.0652719064178,49.7861985962036,713010,"10",0
24.0656259580078,49.7866419211151,713010,"11",0
24.0661302133026,49.7872376325761,713010,"12",0
24.066570095581,49.7877432888818,713010,"13",0
24.066570095581,49.7877432888818,713010,"14",0
24.0666612906876,49.7877952395726,713010,"15",0
24.0667748234177,49.7878199007936,713010,"16",0
24.0667748234177,49.7878199007936,713010,"17",0
24.0669831557693,49.7880030417806,713010,"18",0
24.0672621055069,49.7882177697924,713010,"19",0
24.0674766822281,49.7885156167489,713010,"20",0
24.0677609963837,49.7887026359952,713010,"21",0
24.0677663608017,49.7887580489662,713010,"22",0
24.0680667682114,49.788972773631,713010,"23",0
24.0684637351456,49.7892290566624,713010,"24",0
24.0689894481125,49.7894714853089,713010,"25",0
24.0690999031066,49.7895531319616,713010,"26",0
24.0691294074058,49.789624128573,713010,"27",0
24.0690972208976,49.7897228310062,713010,"28",0
24.0683113336563,49.7904622270471,713010,"29",0
24.0676300525665,49.7910890598148,713010,"30",0
24.0673940181732,49.7913003110193,713010,"31",0
24.06733,49.79134,713010,"32",0
24.06733,49.79134,713010,"33",0
24.0665169358253,49.7919738845268,713010,"34",0
24.0656872589302,49.7927076166353,713010,"35",0
24.0656872589302,49.7927076166353,713010,"36",0
24.0653045773506,49.7928604245817,713010,"37",0
24.0649907588958,49.7930993720544,713010,"38",0
24.064848601818,49.7932153823588,713010,"39",0
24.0647493600845,49.7933331238762,713010,"40",0
24.0646849870681,49.7934525965938,713010,"41",0
24.0643443465232,49.7942282963449,713010,"42",1
24.0642585158348,49.7944135620813,713010,"43",1
24.0642209649085,49.7944914773662,713010,"44",1
24.0640278458595,49.7945347635814,713010,"45",1
24.0638956191262,49.7945390621427,713010,"46",1
24.06335,49.79447,713010,"47",1
24.06335,49.79447,713010,"48",1
24.0623533489426,49.7942499095166,713010,"49",1
24.0612804653366,49.7940352082463,713010,"50",1
24.0607762100418,49.7939590236958,713010,"51",1
24.0603470565994,49.7939209313756,713010,"52",1
24.0597676994522,49.7939001537337,713010,"53",1
24.0587699176987,49.7938966907926,713010,"54",1
24.0585607053955,49.793914005496,713010,"55",1
24.0583944084366,49.7939520978216,713010,"56",1
24.05827639124,49.7940421341086,713010,"57",1
24.0580403568466,49.7942533724326,713010,"58",1
24.0578311445435,49.7944230550091,713010,"59",1
24.05762,49.79466,713010,"60",1
24.05762,49.79466,713010,"61",1
24.0575200082978,49.7946585318854,713010,"62",1
24.0572410585602,49.7948455274126,713010,"63",1
24.0565600915375,49.7950608607276,713010,"64",1
24.0559163613739,49.7953032601845,713010,"65",1
24.0554335637512,49.7955387327808,713010,"66",1
24.05384,49.79647,713010,"67",1
24.05384,49.79647,713010,"68",1
24.0534292611065,49.7965717707699,713010,"69",1
24.0510850104275,49.797794106096,713010,"70",1
24.0492061032613,49.7987671144208,713010,"71",1
24.04892,49.79897,713010,"72",1
24.04892,49.79897,713010,"73",1
24.0488138719025,49.7989737322355,713010,"74",1
24.0482130570831,49.7992992134968,713010,"75",1
24.047837547821,49.7997008682076,713010,"76",1
24.0476122422638,49.7999016943135,713010,"77",1
24.0472689195099,49.8002617942107,713010,"78",1
24.0469577832642,49.8007396149398,713010,"79",1
24.0467968507233,49.8010789340434,713010,"80",1
24.0466895623627,49.801397476344,713010,"81",1
24.0465930028381,49.8019029848234,713010,"82",1
24.0464749856415,49.8027547200487,713010,"83",1
24.0463784261169,49.8034541011845,713010,"84",1
24.0464213414612,49.8039665126334,713010,"85",1
24.0464535279694,49.8041603966321,713010,"86",1
24.0464535279694,49.804347355467,713010,"87",1
24.0467217488708,49.8062099799843,713010,"88",1
24.0468397660675,49.8068331469083,713010,"89",1
24.046925596756,49.8077609583534,713010,"90",1
24.0469041390839,49.808273324216,713010,"91",1
24.0469041390839,49.8083806434062,713010,"92",1
24.046748570961,49.8092738067858,713010,"93",1
24.0465071721497,49.8101981096745,713010,"94",1
24.046212129158,49.8101946478989,713010,"95",1
24.0460941119614,49.8101877243469,713010,"96",1
24.0458634419861,49.810253498051,713010,"97",1
24.04549,49.81052,713010,"98",1
24.04549,49.81052,713010,"99",1
24.0418293996277,49.8116520335543,713010,"100",0
24.0418401284637,49.8117835768936,713010,"101",0
24.041893772644,49.8118805033359,713010,"102",0
24.0423323464779,49.8123393195468,713010,"103",0
24.0423323464779,49.8123393195468,713010,"104",0
24.0432456059875,49.8134555308176,713010,"105",0
24.0433421655121,49.8135005308494,713010,"106",0
24.0433636231842,49.8135974538531,713010,"107",0
24.0432777924957,49.8137186073351,713010,"108",0
24.04262,49.81377,713010,"109",0
24.04262,49.81377,713010,"110",0
24.037559322876,49.8134988000796,713010,"111",0
24.037025563282,49.8135022616189,713010,"112",0
24.03558,49.814,713010,"113",0
24.03558,49.814,713010,"114",0
24.0342172904434,49.8144212915478,713010,"115",0
24.0310200972977,49.8154008786214,713010,"116",0
24.0286973042908,49.8161935335057,713010,"117",0
24.0286973042908,49.8161935335057,713010,"118",0
24.0282305999222,49.816259299048,713010,"119",0
24.0264925284805,49.8167992653854,713010,"120",0
24.0263611002388,49.8168373397074,713010,"121",0
24.0262833161774,49.8168615688059,713010,"122",0
24.026213578743,49.8168719527015,713010,"123",0
24.0261545701446,49.8168754139995,713010,"124",0
24.0260794682922,49.8168598381563,713010,"125",0
24.0260177774849,49.8168304171056,713010,"126",0
24.0259829087677,49.8167923427781,713010,"127",0
24.0259399934235,49.8166936955176,713010,"128",0
24.0259399934235,49.8166936955176,713010,"129",0
24.02581,49.81666,713010,"130",0
24.02581,49.81666,713010,"131",0
24.0255966706696,49.8145805190649,713010,"132",0
24.0254250092926,49.8144559062701,713010,"133",0
24.0252426190796,49.8144489833276,713010,"134",0
24.02308,49.81463,713010,"135",0
24.02308,49.81463,713010,"136",0
24.0200713200989,49.814642825342,713010,"137",0
24.019921116394,49.814760514758,713010,"138",0
24.019921116394,49.814760514758,713010,"139",0
24.01994,49.81499,713010,"140",0
24.01994,49.81499,713010,"141",0
24.01993,49.81511,713010,"142",0
24.0203449054184,49.8197170561488,713010,"143",0
24.02044,49.82024,713010,"144",0
24.02044,49.82024,713010,"145",0
24.02039,49.82029,713010,"146",0
24.0208768844604,49.8246974273493,713010,"147",0
24.02093,49.8249,713010,"148",0
24.0211182832718,49.825047449114,713010,"149",0
24.0213811397552,49.8251895371572,713010,"150",0
24.0216600894928,49.8252761762078,713010,"151",0
24.0219926834106,49.8253177629522,713010,"152",0
24.0222769975662,49.8253039007041,713010,"153",0
24.02254,49.82528,713010,"154",0
24.0226508828993,49.8252670392293,713010,"155",0
24.02297,49.82515,713010,"156",0
24.02297,49.82515,713010,"157",0
24.0240234347071,49.8249766972921,713010,"158",0
24.024312957354,49.8249421327757,713010,"159",0
24.0244791647995,49.824949045679,713010,"160",0
24.0245863954095,49.8249697843888,713010,"161",0
24.0246936260194,49.8250458263247,713010,"162",0
24.0248973641784,49.8252013666483,713010,"163",0
24.0251493561119,49.8253949279398,713010,"164",0
24.0253048404963,49.8255193601987,713010,"165",0
24.0255246632468,49.8255954021346,713010,"166",0
24.0261679811897,49.8257355253949,713010,"167",0
24.0264177488052,49.8257946242951,713010,"168",0
24.0267233447627,49.825856838128,713010,"169",0
24.0269217140684,49.8259467025531,713010,"170",0
24.027109360709,49.8260261980062,713010,"171",0
24.0273184526799,49.8261886452363,713010,"172",0
24.0284014418625,49.8270458135996,713010,"173",0
24.0286212564986,49.8271771539133,713010,"174",0
24.0287820964762,49.8272393677461,713010,"175",0
24.028953659119,49.8272773873106,713010,"176",0
24.0292324484136,49.8272877562827,713010,"177",0
24.0295219603733,49.827305037903,713010,"178",0
24.0298007496678,49.8273465137915,713010,"179",0
24.0301867594432,49.8274294655686,713010,"180",0
24.0305638991109,49.827619111445,713010,"181",0
24.0307997859316,49.8278057435969,713010,"182",0
24.0309713433369,49.8280269372585,713010,"183",0
24.0314270337859,49.828614482922,713010,"184",0
24.0315514124708,49.8287687272876,713010,"185",0
24.03188,49.82925,713010,"186",0
24.0319673699065,49.8293439745564,713010,"187",0
24.0323290152969,49.829382927858,713010,"188",0
24.0323290152969,49.829382927858,713010,"189",0
24.0319673699065,49.8293439745564,713010,"190",0
24.0320274729657,49.8294646960585,713010,"191",0
24.03215,49.82956,713010,"192",0
24.0323223314915,49.829692802022,713010,"193",0
24.0329504347251,49.8300055498693,713010,"194",0
24.0335186913395,49.8304271882807,713010,"195",0
24.0345324939241,49.8316050883307,713010,"196",0
24.0348541333084,49.8320405302346,713010,"197",0
24.0349559857801,49.8323342807254,713010,"198",0
24.0350900097134,49.8328492080562,713010,"199",0
24.03519,49.83337,713010,"200",0
24.03525,49.83361,713010,"201",0
24.03548,49.83383,713010,"202",0
24.03548,49.83383,713010,"203",0
24.03536,49.83395,713010,"204",0
24.0354397839001,49.8341947373038,713010,"205",0
24.0354719471016,49.8342396697064,713010,"206",0
24.0354832930984,49.8342964507767,713010,"207",0
24.0351882501068,49.83438295199,713010,"208",0
24.035048775238,49.8344798331655,713010,"209",0
24.0349629445496,49.834576714147,713010,"210",0
24.0349093003693,49.834687435031,713010,"211",0
24.0348985715332,49.8347739355452,713010,"212",0
24.0349414868774,49.8349815361478,713010,"213",0
24.0349534606371,49.8350314473493,713010,"214",0
24.0349629445496,49.8350784161242,713010,"215",0
24.0349629445496,49.8353517550112,713010,"216",0
24.0349522157135,49.8356147124824,713010,"217",0
24.0349522157135,49.8359226477033,713010,"218",0
24.0349561428461,49.836086735545,713010,"219",0
24.0349561428461,49.8361888031819,713010,"220",0
24.0349239563379,49.8363254696804,713010,"221",0
24.0349239563379,49.8363254696804,713010,"222",0
24.0348824782791,49.8365558117154,713010,"223",0
24.03487,49.83667,713010,"224",0
24.03487,49.83667,713010,"225",0
24.0349093003693,49.8369952157468,713010,"226",0
24.0349253936233,49.8371751280564,713010,"227",0
24.0350889243619,49.8377514721434,713010,"228",0
24.0351024194183,49.8378186550689,713010,"229",0
24.0350822188393,49.8379218672114,713010,"230",0
24.0352579875412,49.8384621735171,713010,"231",0
24.0353289820687,49.8386553376034,713010,"232",0
24.0353423931138,49.8387971867254,713010,"233",0
24.0353867335739,49.8388531240912,713010,"234",0
24.035408191246,49.8389257782744,713010,"235",0
24.0354993863525,49.8390572474711,713010,"236",0
24.0357139630737,49.8393305638677,713010,"237",0
24.0358963532867,49.8396038787194,713010,"238",0
24.0359124465408,49.8396626931057,713010,"239",0
24.0359339042129,49.8396834511074,713010,"240",0
24.0360250993195,49.8398322165248,713010,"241",0
24.0360572858276,49.8398564341076,713010,"242",0
24.03613238768,49.8399360060798,713010,"243",0
24.0363362355652,49.8402300752763,713010,"244",0
24.0363791509094,49.8403477024539,713010,"245",0
24.0363791509094,49.8404584101245,713010,"246",0
24.0362825913849,49.8405345215009,713010,"247",0
24.0361002011719,49.8405829559508,713010,"248",0
24.035949997467,49.8406313903522,713010,"249",0
24.0357997937622,49.8407351781917,713010,"250",0
24.0356603188934,49.8409911872434,713010,"251",0
24.0353009028854,49.8419460198576,713010,"252",0
24.0353009028854,49.8419460198576,713010,"253",0
24.035231165451,49.842112075779,713010,"254",0
24.0352320671082,49.8424038598667,713010,"255",0
24.0352320671082,49.8424038598667,713010,"256",0
24.0346518083038,49.8436964973416,713010,"257",0
24.0344908757629,49.8438625472503,713010,"258",0
24.0342870278778,49.8439524907126,713010,"259",0
24.0340080781403,49.8440078404525,713010,"260",0
24.0337935014191,49.8440216778775,713010,"261",0
24.033611111206,49.8441254584392,713010,"262",0
24.0331497712555,49.8443883681983,713010,"263",0
24.0329995675507,49.8444506360897,713010,"264",0
24.032334379715,49.8444921479728,713010,"265",0
24.0317764802399,49.8445198225417,713010,"266",0
