"lon","lat","routeid","rowid","dir"
23.96536,49.84768,712988,"1",0
23.9656123180767,49.8473880910848,712988,"2",0
23.96574,49.84731,712988,"3",0
23.9659262280948,49.8472206072352,712988,"4",1
23.9664093460875,49.8455551831545,712988,"5",1
23.9665733419062,49.844989095711,712988,"6",1
23.96663,49.8448,712988,"7",1
23.96658,49.84473,712988,"8",1
23.96658,49.84473,712988,"9",1
23.9674743803118,49.8419413681999,712988,"10",0
23.9675163063545,49.8418865948875,712988,"11",0
23.967602137043,49.8418122153965,712988,"12",0
23.9678247603912,49.8417707012122,712988,"13",0
23.96793369643,49.8417697354532,712988,"14",0
23.9685489568253,49.8417931880665,712988,"15",0
23.96861,49.84174,712988,"16",0
23.96861,49.84174,712988,"17",0
23.9690924286842,49.841816610865,712988,"18",0
23.9693589839478,49.8418295129628,712988,"19",0
23.970295074894,49.8418831353789,712988,"20",0
23.9711426529427,49.8419471362493,712988,"21",0
23.9724783930321,49.8420232452822,712988,"22",0
23.97337,49.84211,712988,"23",0
23.97337,49.84211,712988,"24",0
23.97354591222,49.8421408680973,712988,"25",0
23.9741976890106,49.8422342742466,712988,"26",0
23.9755441579361,49.8423034638705,712988,"27",0
23.9763971004028,49.8423518965483,712988,"28",0
23.9767538342018,49.8423985994417,712988,"29",0
23.9770730170746,49.8424781672302,712988,"30",0
23.9778857264061,49.8426857347577,712988,"31",0
23.9783256086845,49.8427410859478,712988,"32",0
23.9786367449303,49.842725518432,712988,"33",0
23.9788405928154,49.8426822753062,712988,"34",0
23.9789790331533,49.8426173096668,712988,"35",0
23.979090883294,49.8425448306376,712988,"36",0
23.9791552563104,49.8424756413591,712988,"37",1
23.9792,49.84238,712988,"38",1
23.97891,49.84214,712988,"39",1
23.97891,49.84214,712988,"40",1
23.9788291321238,49.8415815313458,712988,"41",1
23.9778038190374,49.8398918722471,712988,"42",1
23.977230060046,49.8387451214968,712988,"43",1
23.9771441656178,49.8385412464279,712988,"44",1
23.9769831135649,49.8373041739758,712988,"45",1
23.9768,49.83688,712988,"46",1
23.9768,49.83688,712988,"47",1
23.97693,49.83687,712988,"48",1
23.9768382049564,49.8360926814228,712988,"49",1
23.9768382049564,49.8359026219466,712988,"50",1
23.976860932869,49.8356735317208,712988,"51",1
23.9769038482132,49.8353898147335,712988,"52",1
23.9776334090652,49.8338535621383,712988,"53",1
23.9776602311554,49.8338085810341,712988,"54",1
23.9778479857864,49.8333968289825,712988,"55",1
23.9778801722946,49.833251503892,712988,"56",1
23.9778372569504,49.8329331712154,712988,"57",1
23.977762155098,49.8327255618191,712988,"58",1
23.9776602311554,49.8326148364434,712988,"59",1
23.9774241967621,49.8324037654937,712988,"60",1
23.977054051918,49.8321615517934,712988,"61",1
23.9765434218089,49.8321257243499,712988,"62",1
23.9756885271451,49.831972232689,712988,"63",1
23.9746926189286,49.8317960009221,712988,"64",1
23.9737848441825,49.8316311383652,712988,"65",1
23.9727448692306,49.8314492204088,712988,"66",1
23.9718282811375,49.8312843566699,712988,"67",1
23.9713082936616,49.8311763421914,712988,"68",1
23.97104,49.83108,712988,"69",1
23.9708718561335,49.8310905623297,712988,"70",1
23.9685004873695,49.8307030536548,712988,"71",1
23.9683771057548,49.8305905934902,712988,"72",1
23.9682832284393,49.8304867838755,712988,"73",1
23.9680295337296,49.8295841988832,712988,"74",1
23.9680295337296,49.8295841988832,712988,"75",1
23.9677,49.82586,712988,"76",1
23.9677,49.82586,712988,"77",1
23.9674517436447,49.8227488800699,712988,"78",1
23.9674732013168,49.8226104447609,712988,"79",1
23.9675879127503,49.8224526338847,712988,"80",1
23.9676281458855,49.8223591895224,712988,"81",1
23.9677622563362,49.8221411519751,712988,"82",1
23.9679580575943,49.821885043125,712988,"83",1
23.9684757239342,49.8212759139267,712988,"84",1
23.9687412626267,49.8209678854466,712988,"85",1
23.9689290172577,49.8207619552005,712988,"86",1
23.9690577632904,49.8206131311156,712988,"87",1
23.9692750222206,49.8203535531278,712988,"88",1
23.9693957216263,49.8201960751366,712988,"89",1
23.9694,49.82002,712988,"90",1
23.9694,49.82002,712988,"91",1
23.9696551901436,49.8197796923815,712988,"92",1
23.9701916319465,49.8191341947589,712988,"93",1
23.9710499388313,49.8180923815035,712988,"94",1
23.9713878971672,49.8176978018558,712988,"95",1
23.9714934110451,49.8174322049495,712988,"96",1
23.9714934110451,49.8174322049495,712988,"97",1
23.9718342053604,49.8171475742487,712988,"98",1
23.972069178257,49.8168549827971,712988,"99",1
23.9723025304413,49.8165867313517,712988,"100",0
23.9725466114616,49.8163236704257,712988,"101",0
23.9728818875885,49.816015610418,712988,"102",0
23.9732386213875,49.8157438929409,712988,"103",0
23.9736114484405,49.81549640372,712988,"104",0
23.9745207172966,49.8149045012891,712988,"105",0
23.9752512574291,49.8143150414927,712988,"106",0
23.9752512574291,49.8143150414927,712988,"107",0
23.9755399567222,49.8142537464017,712988,"108",0
23.9760871273613,49.8139231734132,712988,"109",0
23.9762373310661,49.8138400971238,712988,"110",0
