"lon","lat"
23.9366917258759,49.8216087316382
23.9367789414496,49.8217083272224
23.9368004131006,49.8218536618804
23.9366608473688,49.8219643930484
23.93659,49.82216
23.9384687441826,49.8244281336651
23.9384687441826,49.8244281336651
23.9388657111168,49.8246392394208
23.939273406887,49.8248261191571
23.93947,49.82488
23.93947,49.82488
23.9397289068432,49.8250128917682
23.9397401112556,49.8250233803178
23.9402443665504,49.8252067978683
23.9406091469765,49.8253244615912
23.9408666390419,49.8253729112763
23.9428246516228,49.8257639676721
23.9429855841637,49.8257743496572
23.9430982369423,49.8257708889957
23.9432108897209,49.8257535856847
23.9437205094337,49.8256497656886
23.9438707131386,49.8256566870286
23.9439726370811,49.8256912937138
23.9440852898598,49.8257362823675
23.9441442984581,49.8257812709794
23.9445734519005,49.8261411783682
23.9446539181709,49.8261930878668
23.9449811476707,49.8263245916806
23.9480432792129,49.8269017551434
23.9487594290199,49.8270267121673
23.9487594290199,49.8270267121673
23.9491,49.82703
23.9491,49.82703
23.9493441505852,49.8271512925897
23.95375,49.82791
23.9539382574224,49.8278451191313
23.9540456156777,49.8277759926391
23.95412,49.82769
23.9542239904404,49.827530544787
23.9543902873993,49.827271241733
23.9544583974838,49.8269561828077
23.9544583974838,49.8269561828077
23.9551198482513,49.8256289890575
23.95573,49.8242
23.95569,49.82406
23.95569,49.82406
23.9559444434166,49.8237764096277
23.956019545269,49.8236379772589
23.9560812360764,49.8235843346096
23.9561590201378,49.823568760926
23.9562770373345,49.8235566480576
23.9567464239121,49.8235116573768
23.9575269467354,49.823433788792
23.9593267089844,49.8232538253609
23.9614304368401,49.8229999176395
23.9614304368401,49.8229999176395
23.9615609890938,49.8230461744162
23.9630254752159,49.8229302355843
23.9642029649735,49.8228212182203
23.9653053528786,49.822719122371
23.9657160638237,49.8226110650298
23.9657160638237,49.8226110650298
23.9657747394562,49.8226724004697
23.9660885579109,49.8226499047234
23.9667215592385,49.8226274089666
23.9671399838448,49.8226118349751
23.9673089630127,49.8225720347516
23.9674082047463,49.8225478085125
23.9674859888077,49.8225149300259
23.9675879127503,49.8224526338847
23.9676281458855,49.8223591895224
23.9677622563362,49.8221411519751
23.9679580575943,49.821885043125
23.9684757239342,49.8212759139267
23.9687412626267,49.8209678854466
23.9689290172577,49.8207619552005
23.9690577632904,49.8206131311156
23.9692750222206,49.8203535531278
23.9693957216263,49.8201960751366
23.9694,49.82002
23.9694,49.82002
23.9696551901436,49.8197796923815
23.9701916319465,49.8191341947589
23.9710499388313,49.8180923815035
23.9713878971672,49.8176978018558
23.9714934110451,49.8174322049495
23.9714934110451,49.8174322049495
23.9718342053604,49.8171475742487
23.972069178257,49.8168549827971
23.9723025304413,49.8165867313517
23.9725466114616,49.8163236704257
23.9728818875885,49.816015610418
23.9732386213875,49.8157438929409
23.9736114484405,49.81549640372
23.9745207172966,49.8149045012891
23.9752512574291,49.8143150414927
23.9752512574291,49.8143150414927
