"lon","lat"
24.06366,49.79453
24.0623533489426,49.7942499095166
24.0612804653366,49.7940352082463
24.0607762100418,49.7939590236958
24.0603470565994,49.7939209313756
24.0597676994522,49.7939001537337
24.0587699176987,49.7938966907926
24.0585607053955,49.793914005496
24.0583944084366,49.7939520978216
24.05827639124,49.7940421341086
24.0580403568466,49.7942533724326
24.0578311445435,49.7944230550091
24.05762,49.79466
24.05762,49.79466
24.0575200082978,49.7946585318854
24.0572410585602,49.7948455274126
24.0565600915375,49.7950608607276
24.0559163613739,49.7953032601845
24.0554335637512,49.7955387327808
24.05384,49.79647
24.05384,49.79647
24.0534292611065,49.7965717707699
24.0510850104275,49.797794106096
24.0492061032613,49.7987671144208
24.04892,49.79897
24.04892,49.79897
24.0488138719025,49.7989737322355
24.0482130570831,49.7992992134968
24.047837547821,49.7997008682076
24.0476122422638,49.7999016943135
24.0472689195099,49.8002617942107
24.0469577832642,49.8007396149398
24.0467968507233,49.8010789340434
24.0466895623627,49.801397476344
24.0465930028381,49.8019029848234
24.0464749856415,49.8027547200487
24.0463784261169,49.8034541011845
24.0464213414612,49.8039665126334
24.0464535279694,49.8041603966321
24.0464535279694,49.804347355467
24.0467217488708,49.8062099799843
24.0468397660675,49.8068331469083
24.046925596756,49.8077609583534
24.0469041390839,49.808273324216
24.0469041390839,49.8083806434062
24.046748570961,49.8092738067858
24.0465071721497,49.8101981096745
24.046212129158,49.8101946478989
24.0460941119614,49.8101877243469
24.0458634419861,49.810253498051
24.04549,49.81052
24.04549,49.81052
24.0418293996277,49.8116520335543
24.0418401284637,49.8117835768936
24.041893772644,49.8118805033359
24.0423323464779,49.8123393195468
24.0423323464779,49.8123393195468
24.0432456059875,49.8134555308176
24.0433421655121,49.8135005308494
24.0433636231842,49.8135974538531
24.0432777924957,49.8137186073351
24.04262,49.81377
24.04262,49.81377
24.037559322876,49.8134988000796
24.037025563282,49.8135022616189
24.03558,49.814
24.03558,49.814
24.0342172904434,49.8144212915478
24.0310200972977,49.8154008786214
24.0282305999222,49.816259299048
24.0264925284805,49.8167992653854
24.0263611002388,49.8168373397074
24.0262833161774,49.8168615688059
24.026213578743,49.8168719527015
24.0260794682922,49.8168598381563
24.0260177774849,49.8168304171056
24.0259399934235,49.8166936955176
24.02581,49.81666
24.02581,49.81666
24.0255966706696,49.8145805190649
24.0254250092926,49.8144559062701
24.0252426190796,49.8144489833276
24.02308,49.81463
24.02308,49.81463
24.0200713200989,49.814642825342
24.0198996587219,49.8145805190649
24.0197601838531,49.814497443904
24.01955097155,49.8125659062093
24.0195026917877,49.8122266676163
